Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2007,Marina Yacht Harbor,General Services Agency - Public Works,96207.26,115213.16,-0.164962926110177
2006,Marina Yacht Harbor,General Services Agency - Public Works,115213.16,256298.6,-0.550472924939894
2005,Marina Yacht Harbor,General Services Agency - Public Works,256298.6,211144.76,0.21385252468496
2004,Marina Yacht Harbor,General Services Agency - Public Works,211144.76,86110.48,1.45202163546179
2003,Marina Yacht Harbor,General Services Agency - Public Works,86110.48,NA,NA
2016,Mental Health - Community Care,General Services Agency - Public Works,142945.04,78124.45,0.829709393154128
2015,Mental Health - Community Care,General Services Agency - Public Works,78124.45,-798772.06,-1.09780568689396
2014,Mental Health - Community Care,General Services Agency - Public Works,-798772.06,588038.53,-2.35836687436111
2013,Mental Health - Community Care,General Services Agency - Public Works,588038.53,997339.17,-0.410392625008401
2012,Mental Health - Community Care,General Services Agency - Public Works,997339.17,408928.43,1.43890885747416
2011,Mental Health - Community Care,General Services Agency - Public Works,408928.43,4546464.58,-0.910055731699993
2010,Mental Health - Community Care,General Services Agency - Public Works,4546464.58,NA,NA
2016,Moscone Expansion Project,General Services Agency - Public Works,1490813.14,5782459.64,-0.742183563256137
2015,Moscone Expansion Project,General Services Agency - Public Works,5782459.64,1010919.28,4.72000134372746
2014,Moscone Expansion Project,General Services Agency - Public Works,1010919.28,899939.61,0.123319019150629
2013,Moscone Expansion Project,General Services Agency - Public Works,899939.61,378757.5,1.37603112809647
2012,Moscone Expansion Project,General Services Agency - Public Works,378757.5,439915.52,-0.139022192260914
2011,Moscone Expansion Project,General Services Agency - Public Works,439915.52,NA,NA
2009,Moscone Expansion Project,General Services Agency - Public Works,36856617.82,NA,NA
2005,Moscone Expansion Project,General Services Agency - Public Works,0.02,-25565139.16,-1.00000000078232
2004,Moscone Expansion Project,General Services Agency - Public Works,-25565139.16,2102202.3,-13.1611222478446
2003,Moscone Expansion Project,General Services Agency - Public Works,2102202.3,-756699.71,-3.77811960572841
2002,Moscone Expansion Project,General Services Agency - Public Works,-756699.71,8937028.21,-1.08467017136114
2001,Moscone Expansion Project,General Services Agency - Public Works,8937028.21,8867577.38,0.00783199593573797
2000,Moscone Expansion Project,General Services Agency - Public Works,8867577.38,58253199.54,-0.847775273289306
1999,Moscone Expansion Project,General Services Agency - Public Works,58253199.54,NA,NA
2013,Neighborhood Beautification,General Services Agency - Public Works,-8113.57,300989.73,-1.02695630179807
2012,Neighborhood Beautification,General Services Agency - Public Works,300989.73,1157256.43,-0.73991094609861
2011,Neighborhood Beautification,General Services Agency - Public Works,1157256.43,NA,NA
2009,Neighborhood Beautification,General Services Agency - Public Works,-20.63,727.07,-1.0283741592969
2008,Neighborhood Beautification,General Services Agency - Public Works,727.07,168820.13,-0.995693226868147
2007,Neighborhood Beautification,General Services Agency - Public Works,168820.13,918800.58,-0.816260314071635
2006,Neighborhood Beautification,General Services Agency - Public Works,918800.58,891770.5,0.0303105787868068
2005,Neighborhood Beautification,General Services Agency - Public Works,891770.5,1205773.95,-0.260416515052428
2004,Neighborhood Beautification,General Services Agency - Public Works,1205773.95,NA,NA
2016,Neighborhood Services,General Services Agency - Public Works,311480.2,566851.45,-0.450508241621328
2015,Neighborhood Services,General Services Agency - Public Works,566851.45,-397469.6,-2.42615045276419
2014,Neighborhood Services,General Services Agency - Public Works,-397469.6,992440.71,-1.40049707352291
2013,Neighborhood Services,General Services Agency - Public Works,992440.71,1107118.95,-0.103582582521959
2012,Neighborhood Services,General Services Agency - Public Works,1107118.95,1062202.58,0.0422860675032439
2011,Neighborhood Services,General Services Agency - Public Works,1062202.58,1552542.25,-0.315830161787868
2010,Neighborhood Services,General Services Agency - Public Works,1552542.25,1388330.39,0.118280101899952
2009,Neighborhood Services,General Services Agency - Public Works,1388330.39,2164609.86,-0.358623271724356
2008,Neighborhood Services,General Services Agency - Public Works,2164609.86,3590308.27,-0.397096378022158
2007,Neighborhood Services,General Services Agency - Public Works,3590308.27,2422809.5,0.481878071717979
2006,Neighborhood Services,General Services Agency - Public Works,2422809.5,7784276.15,-0.688755967374051
2005,Neighborhood Services,General Services Agency - Public Works,7784276.15,8134137.77,-0.0430115188471905
2004,Neighborhood Services,General Services Agency - Public Works,8134137.77,5586255.3,0.456098465460395
2003,Neighborhood Services,General Services Agency - Public Works,5586255.3,1054497.6,4.29755145957658
2002,Neighborhood Services,General Services Agency - Public Works,1054497.6,21942.58,47.0571382216676
2001,Neighborhood Services,General Services Agency - Public Works,21942.58,NA,NA
2016,No Program Defined,General Services Agency - Public Works,465735.82,-8866017.91,-1.05253043979019
2015,No Program Defined,General Services Agency - Public Works,-8866017.91,2005119.33,-5.42169090754314
2014,No Program Defined,General Services Agency - Public Works,2005119.33,47732287.83,-0.9579923900329
2013,No Program Defined,General Services Agency - Public Works,47732287.83,1073897.08,43.4477303448856
2012,No Program Defined,General Services Agency - Public Works,1073897.08,1813243.43,-0.407747982299321
2011,No Program Defined,General Services Agency - Public Works,1813243.43,347307.42,4.22086003806081
2010,No Program Defined,General Services Agency - Public Works,347307.42,-184230.44,-2.88517934386956
2009,No Program Defined,General Services Agency - Public Works,-184230.44,1561203.08,-1.11800542950505
2008,No Program Defined,General Services Agency - Public Works,1561203.08,2425759.67,-0.356406531402181
2007,No Program Defined,General Services Agency - Public Works,2425759.67,12530964.37,-0.806418756100892
2006,No Program Defined,General Services Agency - Public Works,12530964.37,-6918859.06,-2.81113161307841
2005,No Program Defined,General Services Agency - Public Works,-6918859.06,45394309.93,-1.15241687935491
2004,No Program Defined,General Services Agency - Public Works,45394309.93,79388700.54,-0.428201877329784
2003,No Program Defined,General Services Agency - Public Works,79388700.54,27494580.79,1.88743084123961
2002,No Program Defined,General Services Agency - Public Works,27494580.79,148517655.27,-0.81487331765361
2001,No Program Defined,General Services Agency - Public Works,148517655.27,12645371.57,10.7448233488326
2000,No Program Defined,General Services Agency - Public Works,12645371.57,31960679.51,-0.604345972492748
1999,No Program Defined,General Services Agency - Public Works,31960679.51,NA,NA
2016,Non-Grant Construction Projects,General Services Agency - Public Works,35947.93,NA,NA
2016,Oper & Maint Of Museums,General Services Agency - Public Works,1348000,NA,NA
2016,Operations & Maintenance,General Services Agency - Public Works,4875107.21,820211.79,4.94371754885406
2015,Operations & Maintenance,General Services Agency - Public Works,820211.79,NA,NA
2013,Operations & Maintenance,General Services Agency - Public Works,8.41,6833.35,-0.99876927129446
2012,Operations & Maintenance,General Services Agency - Public Works,6833.35,143246.55,-0.952296582360971
2011,Operations & Maintenance,General Services Agency - Public Works,143246.55,91844.67,0.559661001558392
2010,Operations & Maintenance,General Services Agency - Public Works,91844.67,115283.08,-0.203311795625169
2009,Operations & Maintenance,General Services Agency - Public Works,115283.08,435263.11,-0.735141625027676
2008,Operations & Maintenance,General Services Agency - Public Works,435263.11,167245.73,1.60253645937627
2007,Operations & Maintenance,General Services Agency - Public Works,167245.73,489469.86,-0.658312505697491
2006,Operations & Maintenance,General Services Agency - Public Works,489469.86,1384798.69,-0.646540783483843
2005,Operations & Maintenance,General Services Agency - Public Works,1384798.69,444685.01,2.11411146959957
2004,Operations & Maintenance,General Services Agency - Public Works,444685.01,628901.51,-0.292917884709801
2003,Operations & Maintenance,General Services Agency - Public Works,628901.51,421129.61,0.493368063100574
2002,Operations & Maintenance,General Services Agency - Public Works,421129.61,48523.41,7.67889560935639
2001,Operations & Maintenance,General Services Agency - Public Works,48523.41,NA,NA
2016,Operations And Administration,General Services Agency - Public Works,188448.17,169907.14,0.109124490000832
2015,Operations And Administration,General Services Agency - Public Works,169907.14,NA,NA
2009,Parking,General Services Agency - Public Works,-9512.04,NA,NA
2007,Parking,General Services Agency - Public Works,84462.39,604082.21,-0.860180636671952
2006,Parking,General Services Agency - Public Works,604082.21,45878.87,12.166893822799
2005,Parking,General Services Agency - Public Works,45878.87,20945.71,1.19037072507926
2004,Parking,General Services Agency - Public Works,20945.71,42508.55,-0.507258892622778
2003,Parking,General Services Agency - Public Works,42508.55,4293134.53,-0.990098481726358
2002,Parking,General Services Agency - Public Works,4293134.53,1758963.49,1.44071838580345
2001,Parking,General Services Agency - Public Works,1758963.49,NA,NA
2016,Parking & Traffic,General Services Agency - Public Works,6785804.52,8626155.58,-0.21334545185655
2015,Parking & Traffic,General Services Agency - Public Works,8626155.58,9796157.41,-0.119434772332839
2014,Parking & Traffic,General Services Agency - Public Works,9796157.41,4270887.39,1.29370538613054
2013,Parking & Traffic,General Services Agency - Public Works,4270887.39,7104213.26,-0.398823313195415
2012,Parking & Traffic,General Services Agency - Public Works,7104213.26,510170.72,12.9251685396606
2011,Parking & Traffic,General Services Agency - Public Works,510170.72,17879.92,27.5331656964908
2010,Parking & Traffic,General Services Agency - Public Works,17879.92,38907.77,-0.540453744843254
2009,Parking & Traffic,General Services Agency - Public Works,38907.77,32596.87,0.193604477975953
2008,Parking & Traffic,General Services Agency - Public Works,32596.87,NA,NA
2016,Parking Garages & Lots,General Services Agency - Public Works,295810.06,405044.74,-0.269685467338744
2015,Parking Garages & Lots,General Services Agency - Public Works,405044.74,52500.18,6.71511145295121
2014,Parking Garages & Lots,General Services Agency - Public Works,52500.18,NA,NA
2003,Patrol,General Services Agency - Public Works,53921.62,NA,NA
2009,Planning And Research,General Services Agency - Public Works,2940.83,8072.87,-0.635714436129902
2008,Planning And Research,General Services Agency - Public Works,8072.87,151937.07,-0.946867015403153
2007,Planning And Research,General Services Agency - Public Works,151937.07,9729.82,14.6156095385115
2006,Planning And Research,General Services Agency - Public Works,9729.82,NA,NA
2004,Planning And Research,General Services Agency - Public Works,-1570.76,-32273,-0.951328974684721
2003,Planning And Research,General Services Agency - Public Works,-32273,NA,NA
2016,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,276160.54,452432.18,-0.389608979626516
2015,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,452432.18,318709.27,0.419576468547652
2014,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,318709.27,146168.77,1.180419729878
2013,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,146168.77,198213.81,-0.262570201339654
2012,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,198213.81,648077.3,-0.694150975508631
2011,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,648077.3,540225.84,0.19964143144282
2010,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,540225.84,19111.98,27.2663460300817
2009,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,19111.98,82904.67,-0.769470404984424
2008,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,82904.67,1070548.36,-0.922558687586986
2007,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,1070548.36,63720.65,15.8006503386265
2006,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,63720.65,13558.25,3.69976951302712
2005,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,13558.25,29263.19,-0.53667901551403
2004,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,29263.19,8658.96,2.37952710256197
2003,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,8658.96,3125.19,1.77069874151652
2002,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,3125.19,2520.49,0.23991366758051
2001,Primary Care - Ambu Care - Health Cntrs,General Services Agency - Public Works,2520.49,NA,NA
2015,Public Art,General Services Agency - Public Works,17629.39,NA,NA
2016,Rail & Bus Services,General Services Agency - Public Works,65.13,11232.12,-0.994201450839201
2015,Rail & Bus Services,General Services Agency - Public Works,11232.12,-6999.31,-2.60474675360857
2014,Rail & Bus Services,General Services Agency - Public Works,-6999.31,464858.61,-1.01505685782608
2013,Rail & Bus Services,General Services Agency - Public Works,464858.61,968358.33,-0.519951865338939
2012,Rail & Bus Services,General Services Agency - Public Works,968358.33,1494235.27,-0.35193717519464
2011,Rail & Bus Services,General Services Agency - Public Works,1494235.27,862197.39,0.733054735876665
2010,Rail & Bus Services,General Services Agency - Public Works,862197.39,164.85,5229.19344858963
2009,Rail & Bus Services,General Services Agency - Public Works,164.85,34698.92,-0.995249131673262
2008,Rail & Bus Services,General Services Agency - Public Works,34698.92,NA,NA
2013,Real Estate Services,General Services Agency - Public Works,620424.99,119264.87,4.20207660478731
2012,Real Estate Services,General Services Agency - Public Works,119264.87,NA,NA
2003,Rec & Park Administration,General Services Agency - Public Works,22004.16,47077.66,-0.532598689059737
2002,Rec & Park Administration,General Services Agency - Public Works,47077.66,NA,NA
2005,S E Community Facility,General Services Agency - Public Works,2526445.86,100010,24.2619324067593
2004,S E Community Facility,General Services Agency - Public Works,100010,-20474.4,-5.88463642402219
2003,S E Community Facility,General Services Agency - Public Works,-20474.4,2706.7,-8.5643403406362
2002,S E Community Facility,General Services Agency - Public Works,2706.7,46818880,-0.999942187852422
2001,S E Community Facility,General Services Agency - Public Works,46818880,-45234336,-2.03502967303422
2000,S E Community Facility,General Services Agency - Public Works,-45234336,106417.5,-426.064824864332
1999,S E Community Facility,General Services Agency - Public Works,106417.5,NA,NA
2016,SFGH - Acute Care - Hospital,General Services Agency - Public Works,20036000.15,134196437.43,-0.850696482457284
2015,SFGH - Acute Care - Hospital,General Services Agency - Public Works,134196437.43,175630605.53,-0.235916558933246
2014,SFGH - Acute Care - Hospital,General Services Agency - Public Works,175630605.53,202844878.57,-0.134162978290865
2013,SFGH - Acute Care - Hospital,General Services Agency - Public Works,202844878.57,113353572.51,0.78948818355156
2012,SFGH - Acute Care - Hospital,General Services Agency - Public Works,113353572.51,96807468.51,0.170917639461782
2011,SFGH - Acute Care - Hospital,General Services Agency - Public Works,96807468.51,73383249.92,0.319203886657191
2010,SFGH - Acute Care - Hospital,General Services Agency - Public Works,73383249.92,28652702.01,1.56112843718504
2009,SFGH - Acute Care - Hospital,General Services Agency - Public Works,28652702.01,14477031,0.979183577765358
2008,SFGH - Acute Care - Hospital,General Services Agency - Public Works,14477031,3226369.92,3.48709582563924
2007,SFGH - Acute Care - Hospital,General Services Agency - Public Works,3226369.92,2803257.9,0.150935816501222
2006,SFGH - Acute Care - Hospital,General Services Agency - Public Works,2803257.9,346915.58,7.08051889742167
2005,SFGH - Acute Care - Hospital,General Services Agency - Public Works,346915.58,962994.46,-0.639753296192379
2004,SFGH - Acute Care - Hospital,General Services Agency - Public Works,962994.46,373932.96,1.57531312564691
2003,SFGH - Acute Care - Hospital,General Services Agency - Public Works,373932.96,732958.37,-0.489830561591104
2002,SFGH - Acute Care - Hospital,General Services Agency - Public Works,732958.37,41995.96,16.4530685808825
2001,SFGH - Acute Care - Hospital,General Services Agency - Public Works,41995.96,49640.3,-0.153994637421611
2000,SFGH - Acute Care - Hospital,General Services Agency - Public Works,49640.3,368145.57,-0.86516121869944
1999,SFGH - Acute Care - Hospital,General Services Agency - Public Works,368145.57,NA,NA
2013,SFGH - Acute Care - Psychiatry,General Services Agency - Public Works,-52754.71,NA,NA
2010,SFGH - Acute Care - Psychiatry,General Services Agency - Public Works,100380.31,66767.43,0.503432287269407
2009,SFGH - Acute Care - Psychiatry,General Services Agency - Public Works,66767.43,109267.17,-0.388952509706255
2008,SFGH - Acute Care - Psychiatry,General Services Agency - Public Works,109267.17,586.82,185.202191472683
2007,SFGH - Acute Care - Psychiatry,General Services Agency - Public Works,586.82,NA,NA
2012,Solid Waste Management,General Services Agency - Public Works,-972.44,NA,NA
2003,Solid Waste Management,General Services Agency - Public Works,489000,NA,NA
1999,Solid Waste Management,General Services Agency - Public Works,-489000,NA,NA
2016,Street And Sewer Repair,General Services Agency - Public Works,7842259.56,6023385.31,0.301968769452672
2015,Street And Sewer Repair,General Services Agency - Public Works,6023385.31,6367729,-0.0540763732250539
2014,Street And Sewer Repair,General Services Agency - Public Works,6367729,5210410.02,0.222116680944046
2013,Street And Sewer Repair,General Services Agency - Public Works,5210410.02,5123348.19,0.0169931511135493
2012,Street And Sewer Repair,General Services Agency - Public Works,5123348.19,5009843.32,0.0226563712176137
2011,Street And Sewer Repair,General Services Agency - Public Works,5009843.32,9083977.19,-0.448496708521568
2010,Street And Sewer Repair,General Services Agency - Public Works,9083977.19,12986804.48,-0.30052252623118
2009,Street And Sewer Repair,General Services Agency - Public Works,12986804.48,13078355.47,-0.00700019128628245
2008,Street And Sewer Repair,General Services Agency - Public Works,13078355.47,13389393.4,-0.0232301733699154
2007,Street And Sewer Repair,General Services Agency - Public Works,13389393.4,12968146.52,0.0324831986861295
2006,Street And Sewer Repair,General Services Agency - Public Works,12968146.52,14378978.66,-0.0981176878664341
2005,Street And Sewer Repair,General Services Agency - Public Works,14378978.66,4972267.94,1.89183504057104
2004,Street And Sewer Repair,General Services Agency - Public Works,4972267.94,17047730.2,-0.708332553268587
2003,Street And Sewer Repair,General Services Agency - Public Works,17047730.2,12748260.46,0.337259326752099
2002,Street And Sewer Repair,General Services Agency - Public Works,12748260.46,11972134.63,0.0648276897968696
2001,Street And Sewer Repair,General Services Agency - Public Works,11972134.63,10958668.35,0.0924807875949633
2000,Street And Sewer Repair,General Services Agency - Public Works,10958668.35,10915491.39,0.00395556722618613
1999,Street And Sewer Repair,General Services Agency - Public Works,10915491.39,NA,NA
2016,Street Environmental Services,General Services Agency - Public Works,29730263.79,57447754.11,-0.48248170445318
2015,Street Environmental Services,General Services Agency - Public Works,57447754.11,51729369.37,0.110544257732945
2014,Street Environmental Services,General Services Agency - Public Works,51729369.37,45576222.3,0.135007834337336
2013,Street Environmental Services,General Services Agency - Public Works,45576222.3,42620394.8,0.0693524195134861
2012,Street Environmental Services,General Services Agency - Public Works,42620394.8,53437489.8,-0.202425208228999
2011,Street Environmental Services,General Services Agency - Public Works,53437489.8,53932445.71,-0.00917733107564656
2010,Street Environmental Services,General Services Agency - Public Works,53932445.71,61004689.86,-0.115929515685272
2009,Street Environmental Services,General Services Agency - Public Works,61004689.86,63990171.41,-0.0466553141555338
2008,Street Environmental Services,General Services Agency - Public Works,63990171.41,61283842.2,0.0441605668451382
2007,Street Environmental Services,General Services Agency - Public Works,61283842.2,51359718.68,0.193227762438359
2006,Street Environmental Services,General Services Agency - Public Works,51359718.68,48368011.57,0.0618530101381217
2005,Street Environmental Services,General Services Agency - Public Works,48368011.57,47592155.21,0.0163021900684375
2004,Street Environmental Services,General Services Agency - Public Works,47592155.21,45192369.85,0.0531015604617601
2003,Street Environmental Services,General Services Agency - Public Works,45192369.85,47744975.2,-0.0534633296866809
2002,Street Environmental Services,General Services Agency - Public Works,47744975.2,46592573.93,0.0247335824745667
2001,Street Environmental Services,General Services Agency - Public Works,46592573.93,37352138.1,0.24738706537391
2000,Street Environmental Services,General Services Agency - Public Works,37352138.1,36259052.39,0.030146560319416
1999,Street Environmental Services,General Services Agency - Public Works,36259052.39,NA,NA
2016,Street Use Management,General Services Agency - Public Works,21439972.8,32963870.03,-0.349591756656978
2015,Street Use Management,General Services Agency - Public Works,32963870.03,33253198.37,-0.00870076726998467
2014,Street Use Management,General Services Agency - Public Works,33253198.37,28617332.67,0.161995031244119
2013,Street Use Management,General Services Agency - Public Works,28617332.67,23250548.7,0.23082397061881
2012,Street Use Management,General Services Agency - Public Works,23250548.7,19504895.32,0.19203657946112
2011,Street Use Management,General Services Agency - Public Works,19504895.32,18795603.17,0.0377371315825669
2010,Street Use Management,General Services Agency - Public Works,18795603.17,20431122.79,-0.0800504033386019
2009,Street Use Management,General Services Agency - Public Works,20431122.79,20416366.39,0.000722773079112953
2008,Street Use Management,General Services Agency - Public Works,20416366.39,14409039.66,0.416913748018652
2007,Street Use Management,General Services Agency - Public Works,14409039.66,21036516.95,-0.315046321867461
2006,Street Use Management,General Services Agency - Public Works,21036516.95,14367453,0.464178581269763
2005,Street Use Management,General Services Agency - Public Works,14367453,13624660.9,0.0545182082293145
2004,Street Use Management,General Services Agency - Public Works,13624660.9,11237777.15,0.212398209907553
2003,Street Use Management,General Services Agency - Public Works,11237777.15,9809590.17,0.145590891693695
2002,Street Use Management,General Services Agency - Public Works,9809590.17,13254818.82,-0.259922726729508
2001,Street Use Management,General Services Agency - Public Works,13254818.82,14950665.98,-0.113429539678606
2000,Street Use Management,General Services Agency - Public Works,14950665.98,13782258.76,0.0847761778636059
1999,Street Use Management,General Services Agency - Public Works,13782258.76,NA,NA
2016,Substance Abuse - Community Care,General Services Agency - Public Works,47976.13,84858.77,-0.434635571550236
2015,Substance Abuse - Community Care,General Services Agency - Public Works,84858.77,1281.51,65.2177977542118
2014,Substance Abuse - Community Care,General Services Agency - Public Works,1281.51,129132.35,-0.990075995674206
2013,Substance Abuse - Community Care,General Services Agency - Public Works,129132.35,23583.46,4.47554726914541
2012,Substance Abuse - Community Care,General Services Agency - Public Works,23583.46,1330104.83,-0.982269472700133
2011,Substance Abuse - Community Care,General Services Agency - Public Works,1330104.83,56473.98,22.5525250743794
2010,Substance Abuse - Community Care,General Services Agency - Public Works,56473.98,903425.33,-0.93748904516547
2009,Substance Abuse - Community Care,General Services Agency - Public Works,903425.33,NA,NA
2003,Supply & Treatment,General Services Agency - Public Works,139571.79,249319.66,-0.440189393808735
2002,Supply & Treatment,General Services Agency - Public Works,249319.66,108807.12,1.29139104132156
2001,Supply & Treatment,General Services Agency - Public Works,108807.12,NA,NA
2016,Surveys And Mapping,General Services Agency - Public Works,4126.92,32525,-0.873115449654112
2015,Surveys And Mapping,General Services Agency - Public Works,32525,NA,NA
2013,Surveys And Mapping,General Services Agency - Public Works,2684.38,44986.01,-0.940328559923407
2012,Surveys And Mapping,General Services Agency - Public Works,44986.01,103937.58,-0.567182437766975
2011,Surveys And Mapping,General Services Agency - Public Works,103937.58,419992.84,-0.752525352575058
2010,Surveys And Mapping,General Services Agency - Public Works,419992.84,342636.28,0.225768736457214
2009,Surveys And Mapping,General Services Agency - Public Works,342636.28,-74399.16,-5.60537834029309
2008,Surveys And Mapping,General Services Agency - Public Works,-74399.16,6942.46,-11.7165413988701
2007,Surveys And Mapping,General Services Agency - Public Works,6942.46,29975.27,-0.768393745911213
2006,Surveys And Mapping,General Services Agency - Public Works,29975.27,27,1109.19518518519
2005,Surveys And Mapping,General Services Agency - Public Works,27,33,-0.181818181818182
2004,Surveys And Mapping,General Services Agency - Public Works,33,42,-0.214285714285714
2003,Surveys And Mapping,General Services Agency - Public Works,42,33,0.272727272727273
2002,Surveys And Mapping,General Services Agency - Public Works,33,12,1.75
2001,Surveys And Mapping,General Services Agency - Public Works,12,21,-0.428571428571429
2000,Surveys And Mapping,General Services Agency - Public Works,21,9,1.33333333333333
1999,Surveys And Mapping,General Services Agency - Public Works,9,NA,NA
2013,Traffic Engineering & Operation,General Services Agency - Public Works,118823.77,95570.09,0.243315455703767
2012,Traffic Engineering & Operation,General Services Agency - Public Works,95570.09,915338.18,-0.895590403538067
2011,Traffic Engineering & Operation,General Services Agency - Public Works,915338.18,2398245.73,-0.61833011165207
2010,Traffic Engineering & Operation,General Services Agency - Public Works,2398245.73,5924473.67,-0.595196828683011
2009,Traffic Engineering & Operation,General Services Agency - Public Works,5924473.67,2098229.59,1.82355834568132
2008,Traffic Engineering & Operation,General Services Agency - Public Works,2098229.59,3605129.05,-0.417987661218397
2007,Traffic Engineering & Operation,General Services Agency - Public Works,3605129.05,5748201.15,-0.372824827120046
2006,Traffic Engineering & Operation,General Services Agency - Public Works,5748201.15,7618087.44,-0.245453508472725
2005,Traffic Engineering & Operation,General Services Agency - Public Works,7618087.44,5764170.7,0.321627661026763
2004,Traffic Engineering & Operation,General Services Agency - Public Works,5764170.7,-1572315.12,-4.66604036727701
2003,Traffic Engineering & Operation,General Services Agency - Public Works,-1572315.12,2548520.79,-1.61695204770136
2002,Traffic Engineering & Operation,General Services Agency - Public Works,2548520.79,867674.83,1.93718418684566
2001,Traffic Engineering & Operation,General Services Agency - Public Works,867674.83,84013.03,9.32786021406441
2000,Traffic Engineering & Operation,General Services Agency - Public Works,84013.03,60953.34,0.378317086479593
1999,Traffic Engineering & Operation,General Services Agency - Public Works,60953.34,NA,NA
2011,Treasure Island,General Services Agency - Public Works,83.69,205293.22,-0.999592339191718
2010,Treasure Island,General Services Agency - Public Works,205293.22,963960.16,-0.787031426692987
2009,Treasure Island,General Services Agency - Public Works,963960.16,NA,NA
2007,Treasure Island,General Services Agency - Public Works,3801.95,99094.29,-0.961633006301372
2006,Treasure Island,General Services Agency - Public Works,99094.29,NA,NA
2003,Turf Management,General Services Agency - Public Works,286848.64,1687621.63,-0.830027871828118
2002,Turf Management,General Services Agency - Public Works,1687621.63,1834225.67,-0.0799269372345007
2001,Turf Management,General Services Agency - Public Works,1834225.67,3628194.59,-0.494452233886386
2000,Turf Management,General Services Agency - Public Works,3628194.59,2737046.2,0.325587631659268
1999,Turf Management,General Services Agency - Public Works,2737046.2,NA,NA
2016,Urban Forestry,General Services Agency - Public Works,7831251.33,10815071.09,-0.275894604406156
2015,Urban Forestry,General Services Agency - Public Works,10815071.09,10150933.41,0.0654262670411902
2014,Urban Forestry,General Services Agency - Public Works,10150933.41,10685141.51,-0.0499954164855978
2013,Urban Forestry,General Services Agency - Public Works,10685141.51,9567506.53,0.116815700777996
2012,Urban Forestry,General Services Agency - Public Works,9567506.53,9722834.04,-0.0159755385478123
2011,Urban Forestry,General Services Agency - Public Works,9722834.04,9794696.55,-0.00733687967086616
2010,Urban Forestry,General Services Agency - Public Works,9794696.55,10428014.96,-0.060732403283779
2009,Urban Forestry,General Services Agency - Public Works,10428014.96,10678756.49,-0.0234804052545636
2008,Urban Forestry,General Services Agency - Public Works,10678756.49,10417377.34,0.0250906865969396
2007,Urban Forestry,General Services Agency - Public Works,10417377.34,9016987.36,0.15530574948039
2006,Urban Forestry,General Services Agency - Public Works,9016987.36,9364039.98,-0.0370622744820875
2005,Urban Forestry,General Services Agency - Public Works,9364039.98,6378993.41,0.467949467594763
2004,Urban Forestry,General Services Agency - Public Works,6378993.41,6527711.72,-0.0227826099526343
2003,Urban Forestry,General Services Agency - Public Works,6527711.72,256478.17,24.4513345911662
2002,Urban Forestry,General Services Agency - Public Works,256478.17,NA,NA
2016,Wastewater Capital Projects,General Services Agency - Public Works,17275960.71,27965806.18,-0.382246998394952
2015,Wastewater Capital Projects,General Services Agency - Public Works,27965806.18,25702344.2,0.0880644178751602
2014,Wastewater Capital Projects,General Services Agency - Public Works,25702344.2,12801524.09,1.00775657799039
2013,Wastewater Capital Projects,General Services Agency - Public Works,12801524.09,8420434.72,0.520292540193222
2012,Wastewater Capital Projects,General Services Agency - Public Works,8420434.72,4035460.41,1.08661066259847
2011,Wastewater Capital Projects,General Services Agency - Public Works,4035460.41,NA,NA
2006,Wastewater Collection,General Services Agency - Public Works,522337.12,NA,NA
2016,Wastewater Operations,General Services Agency - Public Works,419267.88,537055.25,-0.21932076820774
2015,Wastewater Operations,General Services Agency - Public Works,537055.25,744710.79,-0.278840514718472
2014,Wastewater Operations,General Services Agency - Public Works,744710.79,756448.95,-0.0155174516403254
2013,Wastewater Operations,General Services Agency - Public Works,756448.95,4019764.88,-0.811817613073927
2012,Wastewater Operations,General Services Agency - Public Works,4019764.88,6014322.85,-0.331634669395907
2011,Wastewater Operations,General Services Agency - Public Works,6014322.85,4371628.48,0.375762573950474
2010,Wastewater Operations,General Services Agency - Public Works,4371628.48,3079847.3,0.419430268507143
2009,Wastewater Operations,General Services Agency - Public Works,3079847.3,3670027.64,-0.160810870623307
2008,Wastewater Operations,General Services Agency - Public Works,3670027.64,2766916.55,0.326396215310505
2007,Wastewater Operations,General Services Agency - Public Works,2766916.55,1713575.46,0.614703650109462
2006,Wastewater Operations,General Services Agency - Public Works,1713575.46,40788.05,41.0117034278422
2005,Wastewater Operations,General Services Agency - Public Works,40788.05,13476.63,2.02657637703194
