Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2013,Calworks,Human Services,46935371,51788965,-0.0937186908446616
2012,Calworks,Human Services,51788965,52637041,-0.0161117719364202
2011,Calworks,Human Services,52637041,54464987,-0.0335618550684681
2010,Calworks,Human Services,54464987,NA,NA
2010,Children and Families Fund,Human Services,0,NA,NA
2017,Children's Baseline,Human Services,25573083,25115064,0.0182368239236818
2016,Children's Baseline,Human Services,25115064,22538553,0.114315723817762
2015,Children's Baseline,Human Services,22538553,22534732,0.000169560481127532
2014,Children's Baseline,Human Services,22534732,22493358,0.00183938743161426
2013,Children's Baseline,Human Services,22493358,22652077,-0.0070068188449121
2012,Children's Baseline,Human Services,22652077,23568531,-0.0388846466502303
2011,Children's Baseline,Human Services,23568531,21289468,0.107051195454955
2010,Children's Baseline,Human Services,21289468,NA,NA
2010,Children's Fund Programs,Human Services,0,NA,NA
2017,County Adult Assistance Program,Human Services,50014405,51267665,-0.0244454277369566
2016,County Adult Assistance Program,Human Services,51267665,48814967,0.0502447947982839
2015,County Adult Assistance Program,Human Services,48814967,49621251,-0.0162487640628004
2014,County Adult Assistance Program,Human Services,49621251,51456824,-0.0356721005556037
2013,County Adult Assistance Program,Human Services,51456824,52654981,-0.0227548652994481
2012,County Adult Assistance Program,Human Services,52654981,53246908,-0.0111166454961103
2011,County Adult Assistance Program,Human Services,53246908,36890636,0.443371916927645
2010,County Adult Assistance Program,Human Services,36890636,NA,NA
2017,County Veterans Services,Human Services,806138,673555,0.196840644045401
2016,County Veterans Services,Human Services,673555,452571,0.488285815927225
2015,County Veterans Services,Human Services,452571,436282,0.0373359432660527
2014,County Veterans Services,Human Services,436282,419939,0.0389175570737655
2013,County Veterans Services,Human Services,419939,400809,0.0477284691711014
2012,County Veterans Services,Human Services,400809,386374,0.037360174338853
2011,County Veterans Services,Human Services,386374,NA,NA
2017,DSS Childcare,Human Services,94852394,113052200,-0.160985863167634
2016,DSS Childcare,Human Services,113052200,31844531,2.55012921999071
2015,DSS Childcare,Human Services,31844531,23908607,0.331927493726422
2014,DSS Childcare,Human Services,23908607,26337131,-0.0922091324222065
2013,DSS Childcare,Human Services,26337131,27137848,-0.0295055451707151
2012,DSS Childcare,Human Services,27137848,24301396,0.11671971437361
2011,DSS Childcare,Human Services,24301396,NA,NA
2017,Diversion And Community Integration Prog,Human Services,9664278,9664278,0
2016,Diversion And Community Integration Prog,Human Services,9664278,8064278,0.198405858528191
2015,Diversion And Community Integration Prog,Human Services,8064278,7664278,0.0521901736862885
2014,Diversion And Community Integration Prog,Human Services,7664278,7312278,0.0481382135635434
2013,Diversion And Community Integration Prog,Human Services,7312278,7177034,0.0188439960016909
2012,Diversion And Community Integration Prog,Human Services,7177034,7184394,-0.00102444270177833
2011,Diversion And Community Integration Prog,Human Services,7184394,NA,NA
2017,Family And Children's Service,Human Services,133593431,132636301,0.00721619943246155
2016,Family And Children's Service,Human Services,132636301,133539186,-0.00676119891879527
2015,Family And Children's Service,Human Services,133539186,119283324,0.119512615191709
2014,Family And Children's Service,Human Services,119283324,119632809,-0.00292131400174679
2013,Family And Children's Service,Human Services,119632809,130170477,-0.0809528261926858
2012,Family And Children's Service,Human Services,130170477,118995253,0.0939131916463928
2011,Family And Children's Service,Human Services,118995253,146351005,-0.186918784739469
2010,Family And Children's Service,Human Services,146351005,NA,NA
2015,Food Stamps,Human Services,26542326,25219146,0.052467280216388
2014,Food Stamps,Human Services,25219146,21997407,0.146459944119777
2013,Food Stamps,Human Services,21997407,21418009,0.0270519075792713
2012,Food Stamps,Human Services,21418009,17525867,0.222079854879647
2011,Food Stamps,Human Services,17525867,13113968,0.336427464212205
2010,Food Stamps,Human Services,13113968,NA,NA
2017,General Fund,Human Services,263316354,258561725,0.0183887580422044
2016,General Fund,Human Services,258561725,234447517,0.102855463382877
2015,General Fund,Human Services,234447517,224372693,0.0449021842421796
2014,General Fund,Human Services,224372693,231000380,-0.0286912385165773
2013,General Fund,Human Services,231000380,234524383,-0.015026168942101
2012,General Fund,Human Services,234524383,208924339,0.122532607366536
2011,General Fund,Human Services,208924339,203101403,0.0286700924463826
2010,General Fund,Human Services,203101403,NA,NA
2017,Homeless Services,Human Services,176003563,174505270,0.00858594700320512
2016,Homeless Services,Human Services,174505270,146377386,0.19216003761674
2015,Homeless Services,Human Services,146377386,139712255,0.0477061300026973
2014,Homeless Services,Human Services,139712255,120619233,0.158291688026237
2013,Homeless Services,Human Services,120619233,111724770,0.0796104838703181
2012,Homeless Services,Human Services,111724770,106919184,0.044945965917585
2011,Homeless Services,Human Services,106919184,112762996,-0.0518238447655293
2010,Homeless Services,Human Services,112762996,NA,NA
2017,In Home Supportive Services,Human Services,166570158,160317456,0.0390020036246084
2016,In Home Supportive Services,Human Services,160317456,151059819,0.061284576277693
2015,In Home Supportive Services,Human Services,151059819,114235534,0.322354032152552
2014,In Home Supportive Services,Human Services,114235534,109468856,0.0435436906365405
2013,In Home Supportive Services,Human Services,109468856,112105310,-0.0235176549621066
2012,In Home Supportive Services,Human Services,112105310,130645622,-0.141912998814457
2011,In Home Supportive Services,Human Services,130645622,NA,NA
2017,Integrated Intake,Human Services,2198607,2246062,-0.0211280899636787
2016,Integrated Intake,Human Services,2246062,2047859,0.0967854720466595
2015,Integrated Intake,Human Services,2047859,1797703,0.139153130411419
2014,Integrated Intake,Human Services,1797703,1212564,0.482563394591956
2013,Integrated Intake,Human Services,1212564,1087151,0.115359319910482
2012,Integrated Intake,Human Services,1087151,897677,0.211071465571692
2011,Integrated Intake,Human Services,897677,NA,NA
2015,Medi-Cal,Human Services,32273493,30687541,0.0516806478564053
2014,Medi-Cal,Human Services,30687541,24703735,0.242222724620386
2013,Medi-Cal,Human Services,24703735,24351460,0.0144662784079476
2012,Medi-Cal,Human Services,24351460,23639129,0.0301335552591637
2011,Medi-Cal,Human Services,23639129,24731578,-0.0441722319538203
2010,Medi-Cal,Human Services,24731578,NA,NA
2017,No Program Defined,Human Services,57338498,57331304,0.000125481185636385
2016,No Program Defined,Human Services,57331304,55594201,0.0312461186374457
2015,No Program Defined,Human Services,55594201,53167750,0.0456376468818033
2014,No Program Defined,Human Services,53167750,44515844,0.194355654584467
2013,No Program Defined,Human Services,44515844,38990176,0.141719493648862
2012,No Program Defined,Human Services,38990176,35303602,0.104424868601227
2011,No Program Defined,Human Services,35303602,54856800,-0.356440732962914
2010,No Program Defined,Human Services,54856800,NA,NA
2017,Office On Aging,Human Services,45551446,48081399,-0.0526181236947785
2016,Office On Aging,Human Services,48081399,39533963,0.216204886922164
2015,Office On Aging,Human Services,39533963,40259750,-0.018027608219127
2014,Office On Aging,Human Services,40259750,39084970,0.030057078206789
2013,Office On Aging,Human Services,39084970,29561214,0.322170665927319
2012,Office On Aging,Human Services,29561214,29755649,-0.00653438948685004
2011,Office On Aging,Human Services,29755649,NA,NA
2017,Public Administrator,Human Services,1577597,1543282,0.0222350808212627
2016,Public Administrator,Human Services,1543282,1531942,0.00740236901919263
2015,Public Administrator,Human Services,1531942,1478206,0.0363521728365329
2014,Public Administrator,Human Services,1478206,1518043,-0.0262423396438704
2013,Public Administrator,Human Services,1518043,1432265,0.0598897550383483
2012,Public Administrator,Human Services,1432265,1327382,0.0790149331541335
2011,Public Administrator,Human Services,1327382,NA,NA
2017,Public Conservator,Human Services,1656611,1570170,0.0550520007387735
2016,Public Conservator,Human Services,1570170,1535595,0.0225157023824641
2015,Public Conservator,Human Services,1535595,1435898,0.069431812008931
2014,Public Conservator,Human Services,1435898,1407365,0.020274058257808
2013,Public Conservator,Human Services,1407365,1416182,-0.00622589469432601
2012,Public Conservator,Human Services,1416182,1388344,0.0200512264971794
2011,Public Conservator,Human Services,1388344,NA,NA
2010,Public Ed Fund - Prop H ( March 2004 ),Human Services,0,NA,NA
2017,Public Guardian,Human Services,2877227,2912214,-0.0120138835950929
2016,Public Guardian,Human Services,2912214,2890729,0.00743238124362401
2015,Public Guardian,Human Services,2890729,2790457,0.0359338989993395
2014,Public Guardian,Human Services,2790457,2684063,0.0396391589914246
2013,Public Guardian,Human Services,2684063,2564149,0.0467656130747472
2012,Public Guardian,Human Services,2564149,2471877,0.0373287182169663
2011,Public Guardian,Human Services,2471877,NA,NA
2010,Refugee Resettlement Program,Human Services,566549,NA,NA
2017,Representative Payee,Human Services,730160,714474,0.0219546127640754
2016,Representative Payee,Human Services,714474,601085,0.188640541687116
2015,Representative Payee,Human Services,601085,580591,0.0352985147892406
2014,Representative Payee,Human Services,580591,558936,0.0387432550417221
2013,Representative Payee,Human Services,558936,533260,0.0481491205040693
2012,Representative Payee,Human Services,533260,513987,0.0374970573185703
2011,Representative Payee,Human Services,513987,NA,NA
2017,Sf Benefits Net,Human Services,75605485,71651008,0.0551908076436273
2016,Sf Benefits Net,Human Services,71651008,NA,NA
2017,Transitional-Aged Youth Baseline,Human Services,8005825,8510852,-0.0593391824931276
2016,Transitional-Aged Youth Baseline,Human Services,8510852,NA,NA
2017,Welfare to Work,Human Services,41053431,40825769,0.00557642894613939
2016,Welfare to Work,Human Services,40825769,37764946,0.0810493148858203
2015,Welfare to Work,Human Services,37764946,32259767,0.17065154252354
2014,Welfare to Work,Human Services,32259767,30203334,0.0680862914008103
2013,Welfare to Work,Human Services,30203334,23188180,0.302531462150113
2012,Welfare to Work,Human Services,23188180,21275340,0.0899087864165743
2011,Welfare to Work,Human Services,21275340,NA,NA
2010,Workforce Development,Human Services,22635647,NA,NA
2017,Administration,Juvenile Probation,9930687,8937178,0.111165851234025
2016,Administration,Juvenile Probation,8937178,8412861,0.062323269099537
2015,Administration,Juvenile Probation,8412861,7088723,0.186794998196431
2014,Administration,Juvenile Probation,7088723,7032485,0.00799688872425608
2013,Administration,Juvenile Probation,7032485,6476925,0.0857752714443968
2012,Administration,Juvenile Probation,6476925,5800464,0.11662187714638
2011,Administration,Juvenile Probation,5800464,6062588,-0.0432363208583529
2010,Administration,Juvenile Probation,6062588,NA,NA
2017,Children's Baseline,Juvenile Probation,1064638,1062624,0.00189530821814678
2016,Children's Baseline,Juvenile Probation,1062624,1012058,0.0499635396390325
2015,Children's Baseline,Juvenile Probation,1012058,1010999,0.001047478780889
2014,Children's Baseline,Juvenile Probation,1010999,1001571,0.00941321184419277
2013,Children's Baseline,Juvenile Probation,1001571,1003126,-0.0015501542179148
2012,Children's Baseline,Juvenile Probation,1003126,1042396,-0.0376728229962509
2011,Children's Baseline,Juvenile Probation,1042396,1320477,-0.210591324195726
2010,Children's Baseline,Juvenile Probation,1320477,NA,NA
2017,General Fund,Juvenile Probation,35368183,33976684,0.0409545263451842
2016,General Fund,Juvenile Probation,33976684,31669640,0.0728471810857338
2015,General Fund,Juvenile Probation,31669640,29524227,0.0726661869928042
2014,General Fund,Juvenile Probation,29524227,29447361,0.0026102848401254
2013,General Fund,Juvenile Probation,29447361,28418209,0.0362145271012681
2012,General Fund,Juvenile Probation,28418209,27018015,0.0518244586066001
2011,General Fund,Juvenile Probation,27018015,28422351,-0.0494095650285932
2010,General Fund,Juvenile Probation,28422351,NA,NA
2017,Juvenile Hall,Juvenile Probation,13715022,13741308,-0.00191291833353855
2016,Juvenile Hall,Juvenile Probation,13741308,11995565,0.145532369671624
2015,Juvenile Hall,Juvenile Probation,11995565,11706515,0.0246913791166714
2014,Juvenile Hall,Juvenile Probation,11706515,11663766,0.00366511125137456
2013,Juvenile Hall,Juvenile Probation,11663766,11208450,0.0406225660104653
2012,Juvenile Hall,Juvenile Probation,11208450,11273734,-0.00579080542436073
2011,Juvenile Hall,Juvenile Probation,11273734,11311863,-0.00337070913959973
2010,Juvenile Hall,Juvenile Probation,11311863,NA,NA
2017,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2438296,2441046,-0.00112656623431103
2016,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2441046,2442358,-0.000537185785212487
2015,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2442358,2667374,-0.0843586238750171
2014,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2667374,2660351,0.00263987721920904
2013,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2660351,2628118,0.0122646700034017
2012,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2628118,2629868,-0.000665432637683716
2011,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2629868,2629368,0.00019015976462785
2010,Juvenile Hall Replacement Debt Payment,Juvenile Probation,2629368,NA,NA
2017,Log Cabin Ranch,Juvenile Probation,3168519,3415814,-0.0723970918791246
2016,Log Cabin Ranch,Juvenile Probation,3415814,3373902,0.0124224117950077
2015,Log Cabin Ranch,Juvenile Probation,3373902,3290352,0.0253924200207151
2014,Log Cabin Ranch,Juvenile Probation,3290352,3001666,0.0961752573404236
2013,Log Cabin Ranch,Juvenile Probation,3001666,2590467,0.158735471249006
2012,Log Cabin Ranch,Juvenile Probation,2590467,2547183,0.0169928897923706
2011,Log Cabin Ranch,Juvenile Probation,2547183,2623962,-0.0292607133792334
2010,Log Cabin Ranch,Juvenile Probation,2623962,NA,NA
2017,Probation Services,Juvenile Probation,20783161,20584606,0.00964580036168776
2016,Probation Services,Juvenile Probation,20584606,18173438,0.132675391414657
2015,Probation Services,Juvenile Probation,18173438,18183388,-0.000547202754514175
2014,Probation Services,Juvenile Probation,18183388,16408474,0.108170570889164
2013,Probation Services,Juvenile Probation,16408474,14925405,0.0993654108548478
2012,Probation Services,Juvenile Probation,14925405,15723988,-0.0507875610182353
2011,Probation Services,Juvenile Probation,15723988,18368551,-0.143972325307532
2010,Probation Services,Juvenile Probation,18368551,NA,NA
2017,General Fund,Law Library,1642927,1611832,0.0192917127839626
2016,General Fund,Law Library,1611832,1535911,0.0494305985177527
2015,General Fund,Law Library,1535911,1284995,0.195266129440192
2014,General Fund,Law Library,1284995,738179,0.740763419170689
2013,General Fund,Law Library,738179,751048,-0.0171347237460189
2012,General Fund,Law Library,751048,730921,0.0275364916317906
2011,General Fund,Law Library,730921,705954,0.0353663269844777
2010,General Fund,Law Library,705954,NA,NA
2017,Law Library,Law Library,1642927,1611832,0.0192917127839626
2016,Law Library,Law Library,1611832,1535911,0.0494305985177527
2015,Law Library,Law Library,1535911,1284995,0.195266129440192
2014,Law Library,Law Library,1284995,738179,0.740763419170689
2013,Law Library,Law Library,738179,751048,-0.0171347237460189
2012,Law Library,Law Library,751048,730921,0.0275364916317906
2011,Law Library,Law Library,730921,705954,0.0353663269844777
2010,Law Library,Law Library,705954,NA,NA
2017,Affordable Housing,Mayor,129069444,148820212,-0.132715628707746
2016,Affordable Housing,Mayor,148820212,122984276,0.210075115618845
2015,Affordable Housing,Mayor,122984276,59596286,1.0636231593358
2014,Affordable Housing,Mayor,59596286,28624758,1.08198392454532
2013,Affordable Housing,Mayor,28624758,3461120,7.27037432969675
2012,Affordable Housing,Mayor,3461120,2429072,0.424873367277709
2011,Affordable Housing,Mayor,2429072,33531624,-0.927558772578387
2010,Affordable Housing,Mayor,33531624,NA,NA
2017,City Administration,Mayor,4471557,4367097,0.0239197801193791
2016,City Administration,Mayor,4367097,4208434,0.0377011971674024
2015,City Administration,Mayor,4208434,4012058,0.0489464509236905
2014,City Administration,Mayor,4012058,3736958,0.073616026725481
2013,City Administration,Mayor,3736958,3363108,0.111162056050534
2012,City Administration,Mayor,3363108,3064913,0.0972931368688116
2011,City Administration,Mayor,3064913,3297983,-0.0706704673735432
2010,City Administration,Mayor,3297983,NA,NA
2017,Community Investment,Mayor,12823456,14024172,-0.085617603663161
2016,Community Investment,Mayor,14024172,7999156,0.753206463281876
2015,Community Investment,Mayor,7999156,5050514,0.583830081453096
2014,Community Investment,Mayor,5050514,3895211,0.296595742823688
2013,Community Investment,Mayor,3895211,2249229,0.73179831844601
2012,Community Investment,Mayor,2249229,1832671,0.227295570236011
2011,Community Investment,Mayor,1832671,1094430,0.674543826466745
2010,Community Investment,Mayor,1094430,NA,NA
2017,Criminal Justice,Mayor,8099,8099,0
2016,Criminal Justice,Mayor,8099,8095,0.000494132180358246
2015,Criminal Justice,Mayor,8095,8095,0
2014,Criminal Justice,Mayor,8095,8101,-0.00074064930255524
2013,Criminal Justice,Mayor,8101,8097,0.000494010127207608
2012,Criminal Justice,Mayor,8097,8052,0.00558867362146051
2011,Criminal Justice,Mayor,8052,224283,-0.96409892858576
2010,Criminal Justice,Mayor,224283,NA,NA
2017,General Fund,Mayor,19269306,21062919,-0.0851550062932873
2016,General Fund,Mayor,21062919,13226110,0.592525617887648
2015,General Fund,Mayor,13226110,10174841,0.299883703342391
2014,General Fund,Mayor,10174841,7138406,0.425365971058525
2013,General Fund,Mayor,7138406,5112845,0.396171016332394
2012,General Fund,Mayor,5112845,4801032,0.064947078044887
2011,General Fund,Mayor,4801032,5198171,-0.0763997567605991
2010,General Fund,Mayor,5198171,NA,NA
2017,Homeless Services,Mayor,0,0,NaN
2016,Homeless Services,Mayor,0,0,NaN
2015,Homeless Services,Mayor,0,0,NaN
2014,Homeless Services,Mayor,0,0,NaN
2013,Homeless Services,Mayor,0,0,NaN
2012,Homeless Services,Mayor,0,0,NaN
2011,Homeless Services,Mayor,0,0,NaN
2010,Homeless Services,Mayor,0,NA,NA
2017,Neighborhood Services,Mayor,414992,406650,0.0205139554899791
2016,Neighborhood Services,Mayor,406650,402994,0.00907209536618411
2015,Neighborhood Services,Mayor,402994,392241,0.0274142682687429
2014,Neighborhood Services,Mayor,392241,335341,0.169678029229948
2013,Neighborhood Services,Mayor,335341,191995,0.746613193051902
2012,Neighborhood Services,Mayor,191995,519356,-0.630321012946803
2011,Neighborhood Services,Mayor,519356,760812,-0.317366182447175
2010,Neighborhood Services,Mayor,760812,NA,NA
2017,Office Of Strategic Partnerships,Mayor,450000,579312,-0.2232165050957
2016,Office Of Strategic Partnerships,Mayor,579312,1012230,-0.427687383302214
2015,Office Of Strategic Partnerships,Mayor,1012230,NA,NA
2017,Public Policy & Finance,Mayor,1782603,1704232,0.0459861098723648
2016,Public Policy & Finance,Mayor,1704232,1537431,0.108493324253251
2015,Public Policy & Finance,Mayor,1537431,1469933,0.0459190997140686
2014,Public Policy & Finance,Mayor,1469933,1410795,0.0419182092366361
2013,Public Policy & Finance,Mayor,1410795,1279416,0.10268669455439
2012,Public Policy & Finance,Mayor,1279416,1216238,0.0519454251552739
2011,Public Policy & Finance,Mayor,1216238,1291863,-0.0585394890944318
2010,Public Policy & Finance,Mayor,1291863,NA,NA
2017,Transitional-Aged Youth Baseline,Mayor,180755,180755,0
2016,Transitional-Aged Youth Baseline,Mayor,180755,NA,NA
2017,Accessible Services,Municipal Transportation Agency,21590825,21562208,0.00132718319014453
2016,Accessible Services,Municipal Transportation Agency,21562208,21552097,0.000469142283463182
2015,Accessible Services,Municipal Transportation Agency,21552097,21179580,0.0175884979777692
2014,Accessible Services,Municipal Transportation Agency,21179580,20024667,0.0576745171342924
2013,Accessible Services,Municipal Transportation Agency,20024667,20372839,-0.0170900089084295
2012,Accessible Services,Municipal Transportation Agency,20372839,20350924,0.00107685528185354
2011,Accessible Services,Municipal Transportation Agency,20350924,21625361,-0.05893251909182
2010,Accessible Services,Municipal Transportation Agency,21625361,NA,NA
2017,Administration,Municipal Transportation Agency,85558079,87012847,-0.0167190024250097
2016,Administration,Municipal Transportation Agency,87012847,81040855,0.0736911277651254
2015,Administration,Municipal Transportation Agency,81040855,73440798,0.103485490449055
2014,Administration,Municipal Transportation Agency,73440798,69028044,0.0639269743758059
2013,Administration,Municipal Transportation Agency,69028044,59687665,0.156487592536917
2012,Administration,Municipal Transportation Agency,59687665,56280032,0.0605478156089179
2011,Administration,Municipal Transportation Agency,56280032,71125166,-0.208718444326724
2010,Administration,Municipal Transportation Agency,71125166,NA,NA
2017,Agency Wide Expenses,Municipal Transportation Agency,78471209,91467039,-0.142082111130765
2016,Agency Wide Expenses,Municipal Transportation Agency,91467039,102210166,-0.105108204207398
2015,Agency Wide Expenses,Municipal Transportation Agency,102210166,66028000,0.547982159084025
2014,Agency Wide Expenses,Municipal Transportation Agency,66028000,104941048,-0.370808646774711
2013,Agency Wide Expenses,Municipal Transportation Agency,104941048,126676704,-0.171583687557895
2012,Agency Wide Expenses,Municipal Transportation Agency,126676704,121887350,0.039293281870514
2011,Agency Wide Expenses,Municipal Transportation Agency,121887350,103057740,0.182709323918805
2010,Agency Wide Expenses,Municipal Transportation Agency,103057740,NA,NA
2017,Capital Programs & Construction,Municipal Transportation Agency,19593242,33983242,-0.423444002193787
2016,Capital Programs & Construction,Municipal Transportation Agency,33983242,16403242,1.07173935493971
2015,Capital Programs & Construction,Municipal Transportation Agency,16403242,10090808,0.625562789421818
2014,Capital Programs & Construction,Municipal Transportation Agency,10090808,100402,99.5040537041095
2013,Capital Programs & Construction,Municipal Transportation Agency,100402,0,Inf
2012,Capital Programs & Construction,Municipal Transportation Agency,0,0,NaN
2011,Capital Programs & Construction,Municipal Transportation Agency,0,0,NaN
2010,Capital Programs & Construction,Municipal Transportation Agency,0,NA,NA
2010,Customer Service,Municipal Transportation Agency,1292649,NA,NA
2017,Development And Planning,Municipal Transportation Agency,1311986,1290874,0.0163548107716168
2016,Development And Planning,Municipal Transportation Agency,1290874,1284486,0.00497319550388249
2015,Development And Planning,Municipal Transportation Agency,1284486,906678,0.416694791315109
2014,Development And Planning,Municipal Transportation Agency,906678,714521,0.268931214058089
2013,Development And Planning,Municipal Transportation Agency,714521,604441,0.182118684867506
2012,Development And Planning,Municipal Transportation Agency,604441,598207,0.0104211418455484
2011,Development And Planning,Municipal Transportation Agency,598207,1632172,-0.633490220393439
2010,Development And Planning,Municipal Transportation Agency,1632172,NA,NA
2016,Mta Development Impact Fee,Municipal Transportation Agency,29438000,NA,NA
2012,No Program Defined,Municipal Transportation Agency,250000,170000,0.470588235294118
2011,No Program Defined,Municipal Transportation Agency,170000,340000,-0.5
2010,No Program Defined,Municipal Transportation Agency,340000,NA,NA
2017,Parking & Traffic,Municipal Transportation Agency,93457846,93702259,-0.0026084002948104
2016,Parking & Traffic,Municipal Transportation Agency,93702259,90024824,0.04084912179334
2015,Parking & Traffic,Municipal Transportation Agency,90024824,90910698,-0.00974444173775896
2014,Parking & Traffic,Municipal Transportation Agency,90910698,81186685,0.119773494877885
2013,Parking & Traffic,Municipal Transportation Agency,81186685,79082876,0.0266025858745957
2012,Parking & Traffic,Municipal Transportation Agency,79082876,78282639,0.0102224070397014
2011,Parking & Traffic,Municipal Transportation Agency,78282639,125750544,-0.377476736800439
2010,Parking & Traffic,Municipal Transportation Agency,125750544,NA,NA
2017,Parking Garages & Lots,Municipal Transportation Agency,109808379,115676353,-0.0507275155882551
2016,Parking Garages & Lots,Municipal Transportation Agency,115676353,112805624,0.0254484563641969
2015,Parking Garages & Lots,Municipal Transportation Agency,112805624,76287026,0.478699982353487
2014,Parking Garages & Lots,Municipal Transportation Agency,76287026,70857922,0.0766195768484433
2013,Parking Garages & Lots,Municipal Transportation Agency,70857922,67561328,0.048794097120175
2012,Parking Garages & Lots,Municipal Transportation Agency,67561328,66879352,0.0101971083691122
2011,Parking Garages & Lots,Municipal Transportation Agency,66879352,14841327,3.50629192389602
2010,Parking Garages & Lots,Municipal Transportation Agency,14841327,NA,NA
2017,Pop Growth Gf Alloc Capital Projects,Municipal Transportation Agency,55050000,51760000,0.0635625965996909
2016,Pop Growth Gf Alloc Capital Projects,Municipal Transportation Agency,51760000,NA,NA
2017,Rail & Bus Services,Municipal Transportation Agency,557798247,548997345,0.0160308644115574
2016,Rail & Bus Services,Municipal Transportation Agency,548997345,523777707,0.0481495062942799
2015,Rail & Bus Services,Municipal Transportation Agency,523777707,476624918,0.098930599763565
2014,Rail & Bus Services,Municipal Transportation Agency,476624918,443907050,0.0737043216592302
2013,Rail & Bus Services,Municipal Transportation Agency,443907050,418967316,0.0595266815514554
2012,Rail & Bus Services,Municipal Transportation Agency,418967316,422195697,-0.00764664591074693
2011,Rail & Bus Services,Municipal Transportation Agency,422195697,433578179,-0.0262524327821396
2010,Rail & Bus Services,Municipal Transportation Agency,433578179,NA,NA
2017,"Revenue, Transfers & Reserves",Municipal Transportation Agency,890100621,883468284,0.00750715913645634
2016,"Revenue, Transfers & Reserves",Municipal Transportation Agency,883468284,861881137,0.0250465476888607
2015,"Revenue, Transfers & Reserves",Municipal Transportation Agency,861881137,803649212,0.0724593816935143
2014,"Revenue, Transfers & Reserves",Municipal Transportation Agency,803649212,781696737,0.0280831094220111
2013,"Revenue, Transfers & Reserves",Municipal Transportation Agency,781696737,711306202,0.0989595406339505
2012,"Revenue, Transfers & Reserves",Municipal Transportation Agency,711306202,706442518,0.00688475548409729
2011,"Revenue, Transfers & Reserves",Municipal Transportation Agency,706442518,682701239,0.0347755030220474
2010,"Revenue, Transfers & Reserves",Municipal Transportation Agency,682701239,NA,NA
2017,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,69813227,72164311,-0.0325795946420108
2016,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,72164311,74205374,-0.02750559548423
2015,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,74205374,79597474,-0.0677420994540606
2014,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,79597474,79798726,-0.0025219951506494
2013,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,79798726,55869250,0.428312103706422
2012,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,55869250,55651824,0.00390689800212119
2011,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,55651824,55368063,0.0051249941685697
2010,"Security, Safety, Training & Enforcement",Municipal Transportation Agency,55368063,NA,NA
2017,Taxi Services,Municipal Transportation Agency,5412721,5336996,0.0141886934147974
2016,Taxi Services,Municipal Transportation Agency,5336996,5206590,0.0250463355094217
2015,Taxi Services,Municipal Transportation Agency,5206590,3401034,0.530884431028916
2014,Taxi Services,Municipal Transportation Agency,3401034,4098656,-0.170207502166564
2013,Taxi Services,Municipal Transportation Agency,4098656,15950509,-0.743039171978775
2012,Taxi Services,Municipal Transportation Agency,15950509,16276443,-0.0200248911878351
2011,Taxi Services,Municipal Transportation Agency,16276443,21009366,-0.22527681225602
2010,Taxi Services,Municipal Transportation Agency,21009366,NA,NA
2017,Administration,PUC Hetch Hetchy,119638220,97414588,0.228134537714208
2016,Administration,PUC Hetch Hetchy,97414588,102003819,-0.0449907762767196
2015,Administration,PUC Hetch Hetchy,102003819,75053602,0.359079594874074
2014,Administration,PUC Hetch Hetchy,75053602,83370101,-0.0997539753490283
2013,Administration,PUC Hetch Hetchy,83370101,132429415,-0.370456321958381
2012,Administration,PUC Hetch Hetchy,132429415,129195128,0.0250341251258329
2011,Administration,PUC Hetch Hetchy,129195128,124178929,0.0403949288369205
2010,Administration,PUC Hetch Hetchy,124178929,NA,NA
2017,Debt Service,PUC Hetch Hetchy,2165783,2165783,0
2016,Debt Service,PUC Hetch Hetchy,2165783,2196683,-0.0140666632372536
2015,Debt Service,PUC Hetch Hetchy,2196683,1975885,0.111746382000977
2014,Debt Service,PUC Hetch Hetchy,1975885,1906912,0.0361699963081673
2013,Debt Service,PUC Hetch Hetchy,1906912,1845468,0.0332945355866371
2012,Debt Service,PUC Hetch Hetchy,1845468,1546668,0.193189488629751
2011,Debt Service,PUC Hetch Hetchy,1546668,NA,NA
2017,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,21353662,21573662,-0.0101976196716163
2016,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,21573662,27251796,-0.208358157385297
2015,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,27251796,94447304,-0.711460308067661
2014,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,94447304,69028400,0.368238348274044
2013,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,69028400,83977500,-0.178013158286446
